fuente,institucion,id_objeto,titulo_original,titulo_es_sugerido,cultura,periodo,fecha_objeto,pais,region,subregion,localidad,departamento_museo,clasificacion_original,clasificacion_normalizada,nombre_objeto_original,material_original,dimensiones,linea_credito,repositorio,url_objeto,url_imagen,url_imagen_miniatura,es_dominio_publico,derechos_reproduccion,etiquetas_originales,termino_busqueda,puntaje_textil,estado_curacion,motivo_curacion,conteo_evidencia_textil,conteo_evidencia_exclusion,fecha_descarga
met,The Metropolitan Museum of Art,308070,Embroidered Mantle Fragment,Manto textil,Paracas,,3rd–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 5 1/8 x 7 3/8 in. (13 x 18.73 cm)
Other: 5 1/8 in. (13 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308070,https://images.metmuseum.org/CRDImages/ao/original/DP18537.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18537.jpg,True,,"Heads, Serpents",Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308058,Embroidered Border Fragment,Fragmento textil,Paracas,,4th–3rd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Border Fragment,Camelid hair,"Overall: 4 x 6 1/2 in. (10.16 x 16.51 cm)
Other: 4 in. (10.16 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308058,https://images.metmuseum.org/CRDImages/ao/original/DP18549.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18549.jpg,True,,Serpents,Paracas textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308076,Embroidered Mantle Fragment,Manto textil,Paracas,,3rd–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 5 x 5 3/4 in. (12.7 x 14.61 cm)
Other: 5 in. (12.7 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308076,https://images.metmuseum.org/CRDImages/ao/original/33.149.41.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/33.149.41.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308053,Embroidered Border Fragment,Fragmento textil,Paracas,,5th–3rd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Border Fragment,Camelid hair,"Overall: 6 x 8 3/4 in. (15.24 x 22.23 cm)
Other: 6 in. (15.24 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308053,https://images.metmuseum.org/CRDImages/ao/original/DP18553.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18553.jpg,True,,Mythical Creatures,Paracas textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308077,Embroidered Mantle Fragment,Manto textil,Paracas,,3rd–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 5 x 6 in. (12.7 x 15.24 cm)
Other: 5 in. (12.7 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308077,https://images.metmuseum.org/CRDImages/ao/original/DP18450.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18450.jpg,True,,"Human Figures, Heads, Fish",Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308105,Embroidered Mantle Fragment,Manto textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 4 3/4 x 5 in. (12.07 x 12.7 cm)
Other: 4 3/4 in. (12.07 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308105,https://images.metmuseum.org/CRDImages/ao/original/DP18461.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18461.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,307683,Embroidered Mantle Fragment,Manto textil,Paracas,,5th–2nd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mantle fragment,Camelid hair,"Overall: 12 1/2 x 31 in. (31.75 x 78.74 cm)
Other: 12 1/2 in. (31.75 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307683,https://images.metmuseum.org/CRDImages/ao/original/33.149.76-94.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/33.149.76-94.jpg,True,,,Paracas textile,18,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['mantle'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered', 'mantle'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308044,Embroidered Border Fragment,Fragmento textil,Paracas,,5th–4th century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Border Fragment,Camelid hair,"Overall: 3 1/2 x 24 3/16 in. (8.89 x 61.47 cm)
Other: 3 1/2 in. (8.89 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308044,https://images.metmuseum.org/CRDImages/ao/original/DP18526.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18526.jpg,True,,,Paracas textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308042,Embroidered Border Fragment,Fragmento textil,Paracas,,5th–3rd century BCE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Border Fragment,Camelid hair,"Overall: 4 1/2 x 7 1/2 in. (11.43 x 19.05 cm)
Other: 4 1/2 in. (11.43 cm)","Gift of George D. Pratt, 1933","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308042,https://images.metmuseum.org/CRDImages/ao/original/TP391.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/TP391.jpg,True,,,Paracas textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['embroidered'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'border'] | evidencia cultural/geográfica andina: ['peru', 'paracas']",3,0,2026-06-15
met,The Metropolitan Museum of Art,318460,False Face for Funerary Bundle,Objeto textil,Paracas,,3rd century BCE–1st century CE,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Mask,"Cotton, paint",15 1/2 x 9 in.  (39.37 x 22.86 cm),"Gift of Mrs. Lee F. Barash, 2016","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/318460,https://images.metmuseum.org/CRDImages/ao/original/vsl1995_49.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/vsl1995_49.jpg,True,,,Paracas textile,6,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['cotton'] | evidencia cultural/geográfica andina: ['peru', 'paracas'] | nombre de objeto sugiere objeto no textil: ['mask']",2,1,2026-06-15
met,The Metropolitan Museum of Art,312933,Headband,Banda o vincha textil,Nasca,,6th–7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Headdress,Camelid fiber,H. 3 x D. 56 x L. 136.25 in. (7.6 x 142.2 x 346.1 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312933,https://images.metmuseum.org/CRDImages/ao/original/DP-26538-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-26538-001.jpg,True,,,Nasca textile,14,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid', 'fiber'] | título contiene términos textiles: ['headband'] | título contiene términos débiles asociados a fragmentos o paneles: ['band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",3,0,2026-06-15
met,The Metropolitan Museum of Art,312721,Bird-shaped ornament,,Nasca,,1–700 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Ornament,Gold,H. 4 7/8 × W. 4 7/8 × D. 1/8 in. (12.4 × 12.4 × 0.3 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312721,https://images.metmuseum.org/CRDImages/ao/original/DP-25873-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25873-001.jpg,True,,,Nasca textile,-16,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",0,4,2026-06-15
met,The Metropolitan Museum of Art,312722,Bird-shaped ornament,,Nasca,,1–700 CE,Peru,South Coast,,,The Michael C. Rockefeller Wing,Metal-Ornaments,No textil,Ornament,Gold,H. 4 7/8 × W. 4 3/4 × D. 1/8 in. (12.4 × 12.1 × 0.3 cm),"The Michael C. Rockefeller Memorial Collection, Bequest of Nelson A. Rockefeller, 1979","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/312722,https://images.metmuseum.org/CRDImages/ao/original/DP-25874-001.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP-25874-001.jpg,True,,Birds,Nasca textile,-16,excluido_no_textil,"evidencia cultural/geográfica andina: ['peru', 'nasca'] | clasificación sugiere objeto no textil: ['metal', 'ornaments'] | material sugiere objeto no textil: ['gold'] | título sugiere objeto no textil: ['ornament'] | nombre de objeto sugiere objeto no textil: ['ornament']",0,4,2026-06-15
met,The Metropolitan Museum of Art,307950,Tunic,Túnica textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Tunic,Camelid hair,"Overall: 33 in. (83.82 cm)
Other: 24 in. (60.96 cm)","Rogers Fund, 1928","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307950,https://images.metmuseum.org/CRDImages/ao/original/DP233569.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP233569.jpg,True,,,Nasca textile,17,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['tunic'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos textiles: ['tunic'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",4,0,2026-06-15
met,The Metropolitan Museum of Art,308285,Panel,Panel textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Panel,Camelid hair,38 x 91 in. (96.52 x 231.14 cm),"Fletcher Fund, 1959","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308285,https://images.metmuseum.org/CRDImages/ao/original/169777.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/169777.jpg,True,,,Nasca textile,11,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",2,0,2026-06-15
met,The Metropolitan Museum of Art,308284,Panel,Panel textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Panel,Camelid hair,33 3/8 x 63 1/4 in. (84.79 x 160.66 cm),"Fletcher Fund, 1959","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308284,https://images.metmuseum.org/CRDImages/ao/original/169776.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/169776.jpg,True,,,Nasca textile,11,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['panel'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",2,0,2026-06-15
met,The Metropolitan Museum of Art,307960,Band Fragment,Fragmento textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,Camelid hair,"Overall: 2 x 8 7/8 in. (5.08 x 22.54 cm)
Other: 2 in. (5.08 cm)","Gift of George D. Pratt, 1929","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307960,https://images.metmuseum.org/CRDImages/ao/original/29.146.9.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/29.146.9.jpg,True,,,Nasca textile,15,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",3,0,2026-06-15
met,The Metropolitan Museum of Art,307972,Band Fragment,Fragmento textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,Camelid hair,"Overall: 2 x 8 in. (5.08 x 20.32 cm)
Other: 2 in. (5.08 cm)","Gift of George D. Pratt, 1929","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/307972,https://images.metmuseum.org/CRDImages/ao/original/DP18617.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18617.jpg,True,,,Nasca textile,15,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment', 'band'] | evidencia cultural/geográfica andina: ['peru', 'nasca']",3,0,2026-06-15
met,The Metropolitan Museum of Art,308016,Fragment with Figures,Fragmento textil,Nasca,,7th century,Peru,,,,The Michael C. Rockefeller Wing,Textiles-Woven,Textil,Textile fragment,Camelid hair,"Overall: 8 x 11 in. (20.32 x 27.94 cm)
Other: 8 in. (20.32 cm)","Gift of George D. Pratt, 1932","Metropolitan Museum of Art, New York, NY",https://www.metmuseum.org/art/collection/search/308016,https://images.metmuseum.org/CRDImages/ao/original/DP18620.jpg,https://images.metmuseum.org/CRDImages/ao/web-large/DP18620.jpg,True,,,Nasca textile,11,aceptado_textil,"clasificación contiene evidencia textil: ['textile', 'textiles'] | nombre de objeto contiene términos textiles: ['textile'] | material contiene fibras o soporte textil: ['camelid'] | título contiene términos débiles asociados a fragmentos o paneles: ['fragment'] | evidencia cultural/geográfica andina: ['peru', 'nasca'] | título sugiere objeto no textil: ['figure']",3,1,2026-06-15
